desemprego,pib,inflacao,sm_real,salario_2026
8.24507122951685,1.3215052695127782,5.8482862476668185,0.41554242595167445,891.3899616058168
7.292603548243223,1.694500536946347,5.783323592535666,1.1560114824505026,913.2031385101814
8.47153280715104,1.4026189389548571,4.563480154194509,1.5303772749659312,897.5256173725435
9.784544784612038,2.1104180469461196,6.079584221763739,2.119735128739753,870.2208814049063
7.148769937914996,3.1971785314619128,4.009917324423382,2.8193298612855027,934.5047987829731
7.148794564576229,1.2289578428587955,4.845815674239671,2.5553087546974114,924.1439191627181
9.868819223261088,3.000820497768414,3.500912187102192,1.0565401612420116,879.1733393659127
8.651152093729364,1.2183279276531125,7.058626516962814,1.702630190267478,882.7088769787039
6.795788421097572,1.1523727875031158,5.268450506054704,2.061100470962053,926.6924543435433
8.313840065378947,2.818594618343213,7.666884034816311,1.7902343004428005,890.9451146048806
6.804873460781307,2.921936378007617,6.302949926519495,1.7845638193053646,925.6214163736092
6.801405369644614,2.8514099367626544,5.948098213351025,0.6218053402765824,922.8137530219246
7.862943407349051,0.6842025917818588,4.913772305719001,1.0778126790882876,903.5285997989942
5.0,1.5340490219279492,4.45364996431258,1.6776481206885814,963.521375446087
5.0,2.8229885920033215,6.022971573896945,0.0,953.5793203530684
6.6565687061385415,2.0415418405638945,5.428485990727018,2.5125154560078835,932.6978214404652
5.980753319498364,0.9263071538025358,4.160729684514699,0.9018567202311443,942.0598991827061
7.971370998892911,2.4583179391254415,3.9831415834916815,2.5494705066121104,916.2636283921127
6.137963886718183,1.2851927410085295,4.541296270856416,2.479132803576728,944.2349058242787
5.381544447997063,3.794524848392212,7.32096722526623,1.5650455655100926,948.9794695004784
9.69847315338233,3.5448414624182583,7.713277918011304,2.8004386605612304,870.7593965257709
7.161335549270197,2.604097426355567,5.704989147308909,2.5945578759399464,923.8981463666165
7.601292307031886,3.361006704769774,5.648942796241289,1.7528308233322876,914.9561184557888
5.362877720679815,2.064791350123381,5.163679628170479,1.6625923078466414,954.8949753763965
6.683425913212226,2.765437494375016,4.565514651690497,2.8777862285314852,939.5895702633352
7.666383884564799,3.477720295302075,6.8751790576072445,2.1856110715261314,909.978989939191
5.773509633866546,2.2454986817943126,7.373576393897136,2.8357577346945138,941.8495506737303
8.063547027518508,1.7448128284857163,4.606580914160714,0.0888207405178103,900.5058649835098
6.599041965121793,0.2953780418228842,5.417161621575398,2.07878807761557,927.3352142938248
7.062459375310085,1.916866474278506,5.050133699289832,0.7380727304245016,919.9588219379508
6.597440081655905,2.8234231845623112,5.079760925135023,1.9793691940105895,935.6173302659705
10.278417276763406,2.9456334275676297,6.685908255429862,2.571056166676707,862.2246114674028
7.479754162893099,2.5043650657184098,4.188038454633878,3.3913121165992823,927.7150533632446
5.91343360656615,1.4587009050377602,5.966469690936306,1.2494666172502513,937.693842196242
8.733817368154783,0.023178431052409465,6.228238107305866,1.5794361557584136,881.2398600754062
5.668734525043467,1.5047849019952648,5.357848826398181,1.92357367433957,947.7115847365499
7.813295392507133,1.6956551289460486,6.393067826986773,1.2203751188304874,900.9256135556877
5.0,1.6870710328099858,5.64765184053745,2.782847783031406,962.5075408759176
5.507720926652354,2.6185563569779244,6.717129921156112,1.9439243637075012,947.5689074998505
7.795291853803685,3.9856764110148397,3.977794695074146,2.0975656187008367,922.1438074754551
8.607699869993116,2.123529201841093,5.151224738993131,2.496138501419327,897.8638690802266
7.757052421784956,1.7832682108435383,5.428186857148965,1.9426307868996724,909.3896609045775
7.326527576417639,1.7407781869959074,3.0,1.3459686974593077,926.3503617748992
7.048344456616067,2.1243847669077143,4.414047266421465,1.9495838093612263,928.2649585885775
5.282217014448859,1.1717062396516011,4.686400745641214,1.3150549123892885,954.8300647467357
6.420233687407937,2.120198558746055,6.44820599482335,2.086384711293189,930.9862006431958
6.809041843560319,2.4508123363317997,4.7931566536854,2.7975501766414372,935.0182963456128
9.085683339328373,2.209686063574488,4.681921012694023,1.0600173661821346,886.0536458990354
8.015427434352691,2.457541934004781,6.317485780656192,0.7741031988463261,897.9829467365703
5.0,2.4337476093485355,3.8820893542099455,2.0393999487357393,970.035008142303
7.986125954092192,0.2281033177535563,3.428755932556428,1.3857603066048751,908.0157787646004
6.922376579375525,2.636870158395403,5.138407699930654,2.025396219529575,928.9515414975109
6.484616999541062,1.3289851543375464,4.052293231921645,2.2563228164877605,939.3543497380368
8.417514433261301,0.9041608369960421,4.090320705340351,0.28505101685716827,894.7072387794348
9.046499283743927,0.8955481721450038,6.073433791687982,2.5518795421268337,882.1952174880103
8.896920178674298,2.4335416104725294,6.375973837912579,1.0642651976358009,882.3276539587881
6.241173715166042,1.777425072775147,6.288864215852125,1.9821216395482482,933.7134587463613
7.0361814362231785,0.3180312160145893,6.608776660307233,1.4724941316492557,911.4711990782362
7.996895147105346,2.4780378151922835,6.741134320014802,1.5584343881725644,899.3325771041601
8.963317690683539,0.5603918692011727,3.371409791173069,3.3551663516943906,898.3599475677058
6.781238643232065,2.139821358518211,5.9504119599294665,2.2554140166365286,927.2697873543652
7.221511535004274,2.238498925673054,4.970391800430441,2.7237507223628725,925.6553282667367
5.840497538990958,2.885577081695045,4.752575754009564,2.120753083362194,951.9172300466603
5.705690063878993,3.7816847864668515,6.060414632208706,2.496010859723963,952.2392977244959
8.718788733591296,0.6353236740994583,3.7697045201042485,2.3339026897147614,897.4660745931935
9.534360042856235,1.9475261439369507,3.7488913941276802,2.203564915749461,885.5694176483524
7.391984817629499,1.7236647049557827,6.133572744081717,2.885724727331744,916.241889644612
9.005299346838036,2.4337496859609624,5.9877860175108975,2.125204363075416,886.0641490218585
8.042454037571451,2.2156687709336187,5.63673265587151,3.8281188577741645,911.3318660731932
6.532320368092313,1.64745375726338,4.620086595276863,2.7684252582499504,938.6203764289002
8.042093408262621,1.5590978113891445,6.2438296345821245,1.088367441808248,896.4918645828108
9.807054849698954,0.8835491448159525,6.180302892060476,1.8587602328136141,864.9400615276214
7.446260941335073,2.9878615824065093,5.585304515047454,2.3176620795925347,919.1957172471954
9.846965483721009,2.4592041815995294,4.322678958730228,2.0355974685696294,877.8895870944353
5.0,2.9177681977951373,5.074751654270493,2.5494987351777345,967.7371133743518
8.732853756562836,1.6896038635244863,6.337833677524443,2.637613363867099,889.3339100202614
7.630570602357257,1.3431645313055696,6.827191222801787,0.9123304113608282,900.1762457827315
7.051488974301199,0.9216849333707722,5.173463396623672,3.0248620357731957,925.3196880208784
7.637641164803253,2.3589175837406593,5.250327032191738,1.6025460276111645,912.7787049163179
5.0,0.9602067754717654,5.338310891974939,1.5232763953081943,957.2324194464292
7.170492168243732,3.84866306896655,5.774893008910972,1.5207020858355675,922.8803749009555
8.03566885726762,0.6923574189065596,4.918932699939976,2.6468611247924665,906.1515227830787
9.716841067112274,2.2736601192125017,3.0,1.7863458414817712,885.0154744146269
6.722594672589529,3.5668547072137864,6.692769001647097,1.469158684529834,925.9651581717532
6.287259595660219,2.599089759263809,7.294688947162549,1.6608326740451702,929.2764258922081
6.747364434623195,2.175673712491779,4.887600140394287,0.5642466728672983,926.6508081440936
8.873103176553112,1.0315163530381044,4.433346631081226,1.3262689888388106,888.8668703450411
7.993126664489527,0.6182308114322961,5.362899477609778,1.0083331610775204,898.5762247927138
6.705359694349442,2.770050108917586,5.312496116271227,1.784664535603287,931.6545946207634
